,target,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
112348,0,0.015922587,74,0,0.201749688,5600.0,12,0,1,0,1.0
89566,0,0.14696835,63,0,0.375675951,9800.0,23,0,2,0,0.0
55862,1,0.9999998999999999,32,0,0.022998296,2347.0,0,0,0,0,0.0
77280,0,0.258149674,30,0,0.031943065,6041.0,4,0,0,0,0.0
83849,1,0.315317028,65,0,2192.0,,11,0,1,0,0.0
100317,0,0.958505187,42,1,0.46011997299999996,4500.0,6,0,1,0,2.0
140583,1,0.8139400090000001,67,0,1932.0,,12,0,3,0,0.0
24957,0,0.017247426,62,0,0.133995669,7850.0,19,0,1,0,0.0
78045,1,1.70259481,29,0,1.7408637869999999,300.0,4,4,0,0,0.0
37176,0,0.016610881,55,0,0.118088191,10000.0,7,0,1,0,0.0
47545,0,0.0,64,0,0.010540184,8348.0,5,0,0,0,1.0
133071,1,0.35809875399999996,54,1,1509.0,,2,2,1,1,2.0
65249,0,0.10256331,74,0,0.36423368100000003,7000.0,12,0,1,0,0.0
116760,1,0.563429571,39,3,0.19260246600000003,3000.0,6,0,0,2,1.0
16510,1,0.02279772,48,4,1.347150259,1350.0,11,0,2,0,0.0
74203,0,0.0,74,0,0.0,,2,0,0,0,2.0
41215,1,1.097587481,40,6,1135.0,,7,4,0,5,0.0
121138,1,0.9999998999999999,62,1,1465.0,,1,0,0,0,0.0
132691,0,0.025375825,50,0,0.198925183,11908.0,10,0,2,0,3.0
145473,0,0.327334083,35,0,0.236816588,13406.0,6,0,1,0,0.0
147330,0,0.045998686,59,0,0.5907731070000001,6350.0,9,0,1,0,2.0
87253,1,0.60459885,28,0,0.233850595,2770.0,5,1,0,0,0.0
116043,1,1.274725275,36,0,0.328557148,3000.0,2,4,0,0,2.0
110824,0,0.0,62,0,0.17407790399999998,2900.0,8,0,0,0,0.0
149351,1,0.9945623570000001,31,1,0.48691884700000004,6000.0,5,1,1,2,1.0
56962,0,0.019195039,53,0,0.500293083,3411.0,13,0,1,0,0.0
68293,1,0.974618639,53,1,0.430294595,4310.0,5,0,1,0,0.0
14168,0,0.077811108,65,0,0.341374112,4642.0,3,0,1,0,0.0
65726,1,0.8988404640000001,51,0,0.18062225899999998,4788.0,0,4,0,0,2.0
130249,0,0.0,84,0,0.0,2500.0,7,0,0,0,0.0
126334,1,0.106627216,35,0,0.38466153399999997,10000.0,7,0,2,0,2.0
34496,0,7809.0,40,0,0.294559099,2131.0,21,0,0,0,0.0
5584,1,0.31747795300000003,45,2,0.069594035,7241.0,11,0,0,0,0.0
82959,0,0.158168366,54,0,0.31621790899999996,6387.0,4,0,1,0,1.0
12837,0,0.01776038,53,0,0.142763589,4580.0,7,0,1,0,0.0
139664,0,0.011748531000000001,43,0,0.437080795,16250.0,14,0,3,0,1.0
55811,1,0.003914727,44,4,0.424378749,4667.0,11,1,1,0,0.0
39159,1,0.002904624,41,0,0.7264729409999999,3750.0,9,0,2,0,1.0
102009,0,0.232130627,60,2,0.505425183,3962.0,14,0,1,0,0.0
114864,1,0.060209184000000006,62,0,0.109438776,7839.0,13,0,1,0,3.0
22561,0,0.9999998999999999,38,0,0.866805773,5750.0,9,0,2,0,2.0
44121,0,0.099690851,58,1,0.44479616299999997,10424.0,12,1,2,0,2.0
37856,0,0.049108662000000004,34,0,2005.0,,12,0,2,0,0.0
38145,1,1.4047936090000002,41,0,0.43810643899999996,3400.0,3,0,1,0,0.0
35796,1,1.065379441,83,2,0.458391017,6500.0,10,1,0,3,0.0
10140,1,0.9999998999999999,34,2,0.102748691,4583.0,5,1,0,1,3.0
14042,0,0.09956259099999999,23,0,0.0049980779999999995,2600.0,3,0,0,0,0.0
47402,0,0.843853463,48,0,0.40395103600000004,8250.0,10,0,2,0,2.0
107476,1,0.935447015,31,0,1002.0,,7,0,1,0,1.0
104643,1,0.9999998999999999,41,4,0.86963815,4172.0,7,3,2,3,1.0
4316,0,0.516505494,44,0,0.29356492,10535.0,13,1,1,0,1.0
110445,0,0.9999998999999999,76,0,3.0,,0,0,0,0,0.0
18915,1,0.9999998999999999,44,0,0.0,5216.0,1,7,0,0,0.0
76276,1,0.788997575,50,0,0.496501166,3000.0,23,0,0,0,2.0
84314,0,0.262301327,73,0,0.752035424,7000.0,11,0,2,0,0.0
76703,0,0.064536364,46,0,0.425779911,2916.0,6,0,1,0,2.0
95248,0,0.239036508,50,0,0.613541411,8137.0,14,0,2,0,1.0
22117,1,0.876273104,29,1,0.036385446,2500.0,2,3,0,0,0.0
66324,0,0.046672702,73,0,0.054243778,4700.0,14,0,0,0,0.0
104141,1,0.74093065,64,0,0.34990694,3760.0,9,0,1,0,3.0
121252,1,0.9999998999999999,41,1,0.565311889,4600.0,1,5,0,0,1.0
49950,1,0.829251455,54,3,4849.0,,30,0,2,0,0.0
124474,1,0.836802664,35,1,0.03931537,5900.0,7,0,0,1,2.0
30543,1,1.635910224,23,1,19.0,,1,0,0,0,0.0
31464,0,0.997194522,38,0,0.365454199,5250.0,10,0,0,0,0.0
53916,1,0.010247908,45,1,3662.0,,19,0,1,0,0.0
73239,1,0.902791718,32,0,0.35394101,6000.0,15,0,0,0,0.0
74820,1,0.9999998999999999,39,0,0.0,3431.0,0,2,0,1,1.0
65904,1,0.9999998999999999,54,0,13.0,,0,0,0,1,0.0
49750,1,0.170781347,36,2,0.15025749800000002,3300.0,7,0,0,0,1.0
149658,0,0.018982336000000002,60,0,0.674606675,6800.0,11,0,3,0,0.0
21585,0,0.38465144100000004,47,1,5244.0,,9,0,2,0,2.0
75812,0,0.007562453,64,0,12.0,,6,0,0,0,0.0
46174,1,0.9999998999999999,46,3,1667.0,,10,1,0,0,3.0
117348,0,0.019407904,49,0,0.362769026,4506.0,6,0,1,0,2.0
112358,0,0.06688061,26,0,0.054934714,8500.0,14,0,0,0,3.0
80767,0,0.977348434,45,0,0.357484407,9619.0,7,0,3,0,1.0
28841,0,0.9999998999999999,66,0,0.0,,1,0,0,0,0.0
49695,1,0.9999998999999999,43,1,0.872998933,936.0,2,1,1,0,1.0
28125,1,0.014528557,73,0,0.263962291,7000.0,7,0,1,0,0.0
24715,1,0.9662743859999999,52,4,0.923659497,3300.0,6,1,1,1,2.0
65893,1,0.985841133,49,4,1.349089921,3680.0,16,1,1,0,0.0
1197,0,0.1031864,75,0,0.136302675,14166.0,5,0,2,0,0.0
48024,0,0.037016836000000004,56,0,0.00322546,9300.0,4,0,0,0,0.0
10404,0,0.482099295,43,0,0.36181408200000004,3990.0,13,0,0,0,1.0
108678,1,0.8926741029999999,41,1,0.372704022,4300.0,8,0,0,4,4.0
95401,1,0.850170621,43,0,0.505373657,4000.0,9,1,1,0,2.0
146083,0,0.004822115,66,0,0.000899955,6666.0,6,0,0,0,0.0
5501,1,0.0359964,36,0,0.037525908,9166.0,5,0,0,0,0.0
128222,0,0.019877778999999998,73,0,0.073981505,4000.0,21,0,0,0,0.0
36490,1,0.870458838,32,3,1.1462463440000001,3076.0,14,0,2,1,0.0
14906,1,0.916062299,32,6,0.9190809190000001,1000.0,14,0,0,1,0.0
92816,1,0.0,28,2,0.314166032,2625.0,6,1,0,0,0.0
45270,0,0.323685335,41,0,0.5442911420000001,5000.0,10,0,2,0,2.0
54275,1,0.111439723,46,0,371.0,,9,0,0,0,2.0
67178,1,0.10129554,50,1,0.40941207799999996,7500.0,15,0,2,0,2.0
27173,1,0.9534133920000001,78,0,0.647700418,5500.0,17,0,2,0,0.0
84634,0,0.0,28,0,0.0,4445.0,1,0,0,0,0.0
57052,0,0.010680127,56,0,0.46561493200000004,9000.0,9,0,2,0,1.0
96896,0,0.266136693,65,0,1602.0,,4,0,1,0,1.0
125713,1,0.403924978,52,1,2863.0,,10,4,1,5,0.0
16727,1,0.9999998999999999,28,0,0.01489573,3020.0,1,0,0,0,2.0
98832,0,0.07501239,61,0,0.088961262,5833.0,4,0,1,0,1.0
55667,0,0.632367632,24,0,9.0,1.0,1,0,0,0,0.0
120285,0,0.627527665,48,2,0.30867814,2730.0,9,0,0,1,0.0
115101,1,0.342503939,46,2,2495.0,,4,2,1,0,0.0
23486,1,1.048293089,31,1,0.134548884,3180.0,6,0,0,0,1.0
42186,0,0.434585502,49,0,0.685100548,4375.0,19,0,2,0,2.0
78587,1,0.35513775299999994,44,4,335.0,,17,0,0,1,0.0
108142,0,0.0,50,0,0.185201287,11500.0,10,0,2,0,1.0
77497,0,0.02669172,65,0,0.15341649599999999,5370.0,10,0,1,0,0.0
141843,1,1.039456937,60,3,0.331183441,6666.0,14,1,2,0,1.0
130341,0,0.033540666000000004,62,0,0.131597803,4186.0,7,0,1,0,1.0
121930,0,0.12386253800000001,63,1,1291.0,,4,0,1,0,0.0
39266,1,0.9993365240000001,57,0,5021.0,,11,0,2,0,0.0
92403,1,0.9999998999999999,62,0,1460.0,,1,0,1,1,
31552,1,1.023255814,43,2,0.316672747,2740.0,4,1,0,2,2.0
65528,1,0.8888076079999999,33,1,0.45012968600000003,4240.0,5,0,1,0,2.0
38540,1,0.583052397,46,0,0.41013108200000004,4500.0,6,1,2,0,1.0
46094,1,0.683047168,33,0,0.530698659,7084.0,12,0,2,0,0.0
124584,1,0.143025381,35,0,1.292338458,8000.0,10,0,5,0,0.0
63813,1,0.370787958,60,0,0.459962317,4245.0,14,0,2,0,1.0
10831,1,0.0,56,0,2132.0,,17,0,1,0,0.0
103158,0,0.009956089,52,0,0.227696217,7083.0,8,0,2,0,2.0
5116,1,0.030300997000000003,47,0,0.008247938,4000.0,6,0,0,0,0.0
96587,1,0.98210179,50,1,0.377207597,3000.0,8,1,0,0,1.0
18368,1,1.157752738,32,0,0.796513831,7916.0,4,5,1,1,1.0
143228,1,0.067752545,61,0,0.389902524,4000.0,13,0,2,1,0.0
123362,0,0.527662176,54,0,0.660570843,5850.0,11,0,1,0,0.0
126763,1,0.036257285,63,0,0.09551543400000001,3433.0,8,0,0,0,0.0
11477,1,0.540378101,54,0,0.527795128,1600.0,9,0,0,0,1.0
88916,1,0.873189023,42,0,2644.0,,10,0,1,0,2.0
78076,1,0.0,55,0,14.0,,8,0,0,0,0.0
103183,0,0.0,84,0,0.0,0.0,4,0,0,0,0.0
123790,1,0.9999998999999999,30,0,27.0,,1,0,0,0,0.0
111194,0,0.6967586090000001,34,0,0.21879194600000001,4469.0,9,0,0,0,1.0
106667,0,0.830715532,46,0,0.45709123799999996,8855.0,12,0,2,0,1.0
22078,0,0.333203258,39,0,5824.0,,9,0,3,0,0.0
5133,0,0.007546075,87,0,0.002777263,5400.0,7,0,0,0,0.0
39162,1,0.6827273620000001,43,3,0.691102966,3000.0,8,2,2,0,1.0
140111,0,0.0,38,0,0.017592963,2500.0,9,0,0,0,0.0
41201,1,0.9999998999999999,38,0,0.8584283140000001,5000.0,6,0,1,0,3.0
138079,1,0.919848225,41,1,0.429281177,15900.0,11,0,2,0,3.0
23158,1,0.9999998999999999,31,1,478.0,,4,1,0,0,0.0
85528,1,0.710963455,40,0,789.0,,14,8,0,0,0.0
28580,0,0.846861255,48,0,0.017255546,3650.0,1,0,0,0,0.0
49620,0,0.029785289,57,0,0.083993539,13000.0,5,0,1,0,3.0
72768,1,0.9999998999999999,42,98,21.0,,0,98,0,98,0.0
21509,0,0.37939710600000004,74,0,6069.0,,12,0,3,0,0.0
67453,1,1.601328904,55,1,0.135104256,3500.0,2,0,0,0,1.0
130416,1,0.9999998999999999,52,98,89.0,,0,98,0,98,0.0
63931,0,0.316461306,59,0,0.5797598629999999,4080.0,15,0,1,0,0.0
45342,0,0.96216262,62,1,2.162583742,10000.0,12,0,2,0,1.0
86077,0,0.360795494,42,2,0.39143442,6350.0,16,0,1,2,0.0
123812,1,0.600249982,37,0,1.151783686,4400.0,9,0,2,3,2.0
29358,1,1.00089294,69,1,0.6866254279999999,16650.0,9,2,5,0,2.0
67996,0,0.09880415599999999,57,0,0.271987602,2580.0,4,0,1,0,0.0
140602,0,0.004322145,71,0,0.098179222,2800.0,21,0,1,0,0.0
118340,0,0.048990202000000004,47,0,0.570674813,3600.0,5,0,1,0,0.0
29649,1,0.946843854,23,1,1.700348432,286.0,3,2,0,0,0.0
134552,1,0.708335059,49,0,0.435007917,6946.0,8,0,2,0,0.0
3792,0,0.9321912920000001,65,0,0.41411668700000004,2450.0,13,0,0,0,0.0
114194,0,0.140549612,30,0,1116.0,,7,0,1,0,0.0
146586,1,0.0,22,0,0.139825218,800.0,2,0,0,0,0.0
34378,0,0.9999998999999999,57,0,0.18452667,2080.0,1,0,0,0,2.0
47904,0,0.38382099799999997,59,0,0.612692893,4600.0,9,0,1,0,0.0
98152,1,0.80680552,52,0,1966.0,0.0,7,0,1,0,0.0
116137,1,0.42049669,49,2,2.0521739130000003,2299.0,10,0,1,1,0.0
4251,0,0.018485894,57,0,0.656781073,3000.0,11,0,1,0,0.0
21424,0,0.0,48,1,0.0,,5,0,0,0,0.0
79452,0,0.020628179,63,0,837.0,,8,0,1,0,0.0
54947,0,0.434418409,65,2,0.234648747,29166.0,13,0,2,0,0.0
22647,0,0.014312405,77,0,0.083783243,5000.0,15,0,0,0,1.0
73027,0,0.71664359,66,1,6060.0,,19,0,5,0,1.0
73719,1,0.917080085,38,0,0.101123596,800.0,9,0,0,0,0.0
72945,0,0.274459098,49,1,0.417645846,4850.0,11,0,1,0,1.0
83597,0,0.057407507999999996,53,0,4310.0,,14,0,1,0,0.0
17186,1,0.84717608,23,1,0.003997716,1750.0,1,0,0,0,0.0
55451,1,1.097203728,30,1,0.592613163,3600.0,6,0,1,1,0.0
137793,0,0.31456393899999996,44,0,0.428760476,6800.0,6,0,2,0,0.0
77263,0,0.9999998999999999,48,0,0.11935821099999999,22000.0,4,0,1,0,3.0
95422,1,0.98309872,41,2,0.5133068670000001,6800.0,8,0,1,0,2.0
56970,1,0.651700956,61,6,0.681349578,3200.0,11,0,1,2,1.0
93804,1,0.237961278,64,1,1063.0,,13,0,1,0,0.0
19850,1,0.9999998999999999,46,1,1806.0,,1,1,1,0,0.0
16013,0,0.051640983,30,0,0.125864172,4917.0,3,0,0,1,0.0
19253,1,0.9999998999999999,39,0,0.003951211,5820.0,0,1,0,0,3.0
47748,1,0.9302325579999999,45,0,0.029328445,6000.0,2,1,0,0,2.0
56242,0,0.9999998999999999,49,0,6611.0,,4,0,3,0,3.0
19284,1,0.9999998999999999,56,1,0.42956852799999995,1575.0,1,0,1,0,0.0
15853,0,0.523912614,73,0,4390.0,,12,0,0,0,0.0
8504,0,0.162324144,46,0,0.189245375,14430.0,13,0,1,0,3.0
70879,0,0.136541339,57,0,0.29988867199999997,7185.0,11,0,1,0,0.0
79169,0,0.016699557,67,0,1356.0,,5,0,1,0,0.0
49438,1,0.9999998999999999,57,0,0.298425736,1460.0,1,1,0,0,0.0
73654,0,0.9473951159999999,61,4,0.536481557,4933.0,11,1,1,3,1.0
67158,0,0.005420434,56,0,0.43718755,6200.0,12,0,2,0,0.0
16824,0,0.002079002,78,0,2300.0,,5,0,1,0,0.0
11186,1,0.600626321,32,1,0.5074367870000001,4033.0,13,0,0,0,0.0
138622,0,0.361026158,52,0,0.243431888,12750.0,19,0,1,0,2.0
145511,1,0.65813111,46,0,0.10297940400000001,5000.0,11,0,0,0,2.0
39162,1,0.6827273620000001,43,3,0.691102966,3000.0,8,2,2,0,1.0
46980,0,0.187266773,51,0,0.528979847,6400.0,15,0,1,0,1.0
123557,0,0.027507225,36,0,0.29434607,6437.0,9,0,2,0,2.0
107802,1,0.849798479,39,0,0.6761369770000001,9256.0,12,0,2,0,0.0
127248,0,0.622281711,86,1,0.681952663,6083.0,22,0,1,0,0.0
36960,1,1.036900369,31,1,142.0,,6,0,0,1,0.0
27630,0,0.097379118,60,0,0.26538031300000003,7151.0,7,0,2,0,0.0
9870,0,0.21688915600000003,71,0,1412.0,,4,0,2,0,0.0
130317,1,0.9999998999999999,64,1,0.569518717,2243.0,7,0,1,2,0.0
71935,0,0.431800891,29,0,0.235518557,2882.0,10,0,0,0,0.0
86546,1,0.950512372,61,0,2574.0,,3,1,1,1,0.0
11092,1,0.9999998999999999,41,1,0.064112969,6160.0,2,0,0,0,5.0
96587,1,0.98210179,50,1,0.377207597,3000.0,8,1,0,0,1.0
98497,1,0.086243745,82,5,0.830458354,4057.0,27,0,1,0,0.0
37930,0,0.00299925,71,0,0.11364934300000001,1750.0,5,0,0,0,0.0
139592,1,0.9999998999999999,61,1,2598.0,,2,4,1,1,0.0
34343,0,0.377734261,41,0,0.13474610199999998,2500.0,6,0,0,0,0.0
82092,1,0.11458731,61,1,0.647720175,1600.0,14,0,3,1,2.0
120397,1,0.949410118,29,0,1.253212756,2100.0,8,2,1,0,0.0
104829,0,0.362454585,47,0,0.135716071,4000.0,11,0,0,0,2.0
40939,1,0.035598648,50,0,0.17007251199999998,3033.0,10,0,0,0,0.0
115993,0,0.9790779959999999,43,0,0.074356877,11000.0,3,0,0,0,1.0
119108,1,0.990643525,45,1,0.24838013,4166.0,3,2,0,1,0.0
30800,1,0.216590725,52,3,0.07065373900000001,20833.0,7,0,1,1,0.0
6186,1,0.99880024,42,1,1.108656284,2760.0,7,0,3,1,3.0
92540,1,1.05278174,37,0,0.13919179,3117.0,5,5,0,2,1.0
9478,1,0.136994044,35,0,0.021668514,78500.0,4,0,1,0,2.0
125144,1,0.214589891,75,0,657.0,,1,0,0,0,0.0
82125,0,0.10666498199999999,60,0,0.02512186,8000.0,5,0,0,0,1.0
93928,1,2.658585354,36,0,0.262861904,4800.0,5,0,0,0,2.0
126376,0,0.014866418999999999,87,1,0.005554321,4500.0,7,0,0,0,0.0
25383,1,0.9999998999999999,35,0,0.09836065599999999,2500.0,4,5,0,0,2.0
123247,0,0.9999998999999999,56,0,0.08569883800000001,7397.0,3,0,1,0,0.0
45266,1,0.0,29,0,238.0,,7,0,0,0,0.0
66158,0,0.153546161,59,0,0.283185841,13333.0,5,0,2,0,0.0
63027,1,1.030138552,59,1,0.205264912,3000.0,5,0,0,0,0.0
4298,0,0.111762076,44,1,0.089994706,5666.0,8,0,0,0,0.0
34060,1,0.9170414790000001,25,0,0.044213764,2600.0,3,0,0,0,0.0
55886,0,0.210829905,60,1,3665.0,,18,0,2,1,1.0
97093,1,0.070955136,44,0,2303.0,,8,0,2,0,0.0
115816,1,0.023746702,46,3,7.372483669,7500.0,7,1,2,1,0.0
123733,1,0.9999998999999999,29,0,0.0,2100.0,0,2,0,0,2.0
53208,0,0.956338185,75,0,0.211858761,1500.0,7,0,0,0,1.0
114654,0,0.214277076,56,0,0.465041693,6235.0,5,0,1,0,0.0
99770,1,0.7699018540000001,36,0,0.046931408,3600.0,3,1,0,1,1.0
132547,0,0.0009999289999999999,62,0,1316.0,,9,0,1,0,
46480,1,1.136212625,37,0,0.062298108,2166.0,3,1,0,0,1.0
92283,0,0.9999998999999999,64,0,2.574561404,911.0,4,0,1,0,0.0
30582,1,0.93006993,27,0,0.10315873699999999,2500.0,4,0,0,0,0.0
89498,0,4724.0,37,0,0.376448444,17000.0,3,0,2,0,0.0
20002,1,0.885051987,70,0,0.836776258,3436.0,17,0,1,0,0.0
119084,1,1.01181862,41,2,0.357371019,10330.0,4,0,1,2,2.0
106643,1,0.508659792,38,0,0.954120346,5666.0,16,0,2,0,1.0
115523,1,0.803299175,31,1,0.35103752299999996,9300.0,7,0,2,0,0.0
5945,0,0.9999998999999999,31,0,0.471128341,4900.0,3,0,2,0,0.0
70243,1,0.799640072,48,4,0.21555677899999998,5450.0,8,0,2,2,3.0
6019,0,0.984007996,62,1,2358.0,,4,0,2,0,0.0
38779,0,0.141668726,65,0,0.330622584,7500.0,13,0,2,0,0.0
138353,0,0.76160386,64,2,0.501755132,9400.0,10,0,2,0,2.0
67513,1,0.088119566,49,1,0.35629801200000005,8200.0,18,0,2,0,0.0
143228,1,0.067752545,61,0,0.389902524,4000.0,13,0,2,1,0.0
6312,1,0.0,52,1,0.344895189,6630.0,9,0,2,0,0.0
126164,1,0.306669147,49,3,2432.0,,9,0,2,0,0.0
34988,1,0.491674275,34,0,0.146644941,6750.0,9,0,0,0,0.0
126451,0,0.8440608390000001,34,0,0.092381205,11300.0,3,0,0,0,4.0
24419,0,0.417228353,52,1,737.0,,6,0,1,0,2.0
59787,1,0.0013986629999999999,63,0,0.22746385,9750.0,11,0,2,0,1.0
63820,0,0.0,51,0,0.005706134,700.0,3,0,0,0,0.0
34327,0,0.09425957800000001,39,0,2.232767233,1000.0,18,0,0,0,0.0
112839,0,0.732160435,47,4,0.438616265,11533.0,17,0,1,0,1.0
64010,1,0.221254463,51,1,1.353706625,7607.0,18,0,4,0,4.0
6331,0,0.035306787,42,0,1225.0,,4,0,1,0,0.0
53213,0,0.031103747,57,0,0.484591861,4250.0,11,0,1,0,2.0
81852,1,0.079293081,90,2,0.027710327000000003,7000.0,11,0,0,1,0.0
81080,1,1.289421158,22,1,529.0,0.0,3,1,0,1,0.0
138275,1,0.871889008,43,0,0.561109978,4900.0,6,0,0,0,2.0
118990,0,0.0,48,0,2390.0,0.0,12,0,1,0,3.0
118811,0,0.9999998999999999,67,0,0.057942058,1000.0,0,0,0,0,0.0
53310,1,1.050599201,31,3,0.6238283689999999,4800.0,11,1,2,0,0.0
117059,1,0.9999998999999999,29,0,0.09630123300000001,3000.0,1,2,0,0,0.0
125627,0,0.437771209,53,0,0.44850034899999996,4300.0,8,0,2,0,1.0
16411,0,0.007319707,64,0,0.141918434,14000.0,4,0,1,0,0.0
46314,0,1.45508982,34,3,1.5650280019999998,1606.0,7,0,1,0,0.0
65107,1,1.105788423,35,1,0.062377072,3558.0,2,0,0,0,4.0
12809,1,0.655651902,31,0,0.482299042,2400.0,11,0,2,1,2.0
28214,1,0.861602667,43,4,0.695602756,14076.0,15,1,2,4,1.0
70317,0,0.001333259,60,0,0.097397001,5800.0,4,0,1,0,0.0
101526,1,0.9999998999999999,53,1,758.0,,3,0,0,0,1.0
110978,0,0.11934888800000001,38,0,0.8383975229999999,5166.0,10,0,1,0,1.0
13669,1,1.016997167,37,2,0.126845992,7583.0,5,2,1,2,3.0
138275,1,0.871889008,43,0,0.561109978,4900.0,6,0,0,0,2.0
124406,1,0.71058788,32,0,0.233023095,2900.0,4,0,0,0,3.0
49917,0,0.048025526,46,0,0.064267352,3500.0,9,0,0,0,1.0
121888,0,0.9999998999999999,38,1,1230.0,,2,0,1,1,0.0
69685,1,0.9999998999999999,56,0,0.511353147,5416.0,5,1,3,0,0.0
128331,1,0.970388412,40,0,0.39100160700000003,5600.0,5,0,1,0,1.0
104708,1,0.540485573,46,0,0.23362115100000003,42966.0,9,0,5,0,0.0
13842,0,0.0,64,0,2337.0,,5,0,1,0,0.0
20961,0,0.0,41,0,0.108273182,1800.0,1,0,0,0,0.0
136373,0,0.027246457,38,0,0.008495751999999999,2000.0,2,0,0,0,0.0
17445,0,0.10609420900000001,73,0,0.15494835099999998,3000.0,14,1,1,0,0.0
5421,0,0.577204663,58,0,0.236588123,11500.0,7,0,2,1,7.0
127610,1,0.555200667,29,0,0.215810995,2200.0,6,0,0,1,0.0
59746,0,0.025317802,93,0,0.003713225,3500.0,4,0,0,0,0.0
95915,0,0.034439924,50,0,0.226977302,10000.0,10,0,2,0,3.0
22613,0,0.5987649079999999,47,1,0.34738878100000004,7754.0,10,0,1,0,2.0
11182,1,0.0,46,0,0.008660893000000001,1500.0,4,1,0,0,0.0
149648,0,0.17932287100000002,51,0,0.316130402,18833.0,19,0,2,0,0.0
45246,0,0.21728445300000002,73,0,0.220700896,6134.0,9,0,0,0,1.0
88144,0,0.9999998999999999,81,0,0.0,,1,0,0,0,0.0
83177,0,0.0,52,0,1092.0,1.0,12,0,1,0,0.0
3993,1,0.622289402,60,2,0.6316481420000001,8366.0,13,2,1,1,0.0
79146,0,0.295705824,52,0,0.508922323,5715.0,18,0,2,0,1.0
24672,1,0.309640605,45,1,0.21538923100000001,20000.0,10,0,1,0,0.0
53439,0,0.0076025369999999995,69,0,0.12214630900000001,6000.0,6,0,1,0,1.0
34245,1,0.06579342099999999,69,0,0.551149617,3000.0,12,3,1,0,0.0
119808,0,0.15383190900000002,48,0,0.236921026,3000.0,5,0,0,0,2.0
54097,1,0.042796006,67,1,0.13054341,1600.0,2,0,0,0,1.0
6375,0,0.021848907999999997,64,0,0.18757011399999998,4456.0,4,0,1,0,1.0
134616,0,0.006914158,90,0,2.0,,7,0,0,0,
134019,0,0.798149636,41,0,0.8065857890000001,2884.0,10,0,2,0,0.0
102440,1,0.9200014409999999,32,0,0.18520682,27390.0,12,0,1,0,0.0
134686,1,0.30339321399999997,39,0,0.140892824,5308.0,4,0,0,0,0.0
31093,0,0.086021505,56,0,0.510088415,4410.0,12,0,1,0,1.0
123258,0,0.22967554699999998,47,3,4645.0,,20,0,3,0,2.0
27657,0,0.227917361,48,0,0.539642482,4754.0,5,0,2,0,3.0
123777,0,0.956906468,30,2,3189.0,,5,0,1,0,0.0
34511,1,0.9999998999999999,29,98,0.009314141,1180.0,0,98,0,98,1.0
137927,1,0.9999998999999999,38,1,0.186271243,3000.0,0,2,0,0,2.0
130965,0,0.086249063,44,0,0.036609752,6500.0,4,0,0,0,2.0
9960,1,1.0635970829999999,39,1,0.44398603600000003,3150.0,5,0,0,1,0.0
18874,0,0.675985105,66,1,0.9011373579999999,8000.0,17,0,3,1,0.0
71950,0,0.004359826,52,0,1.24076413,6333.0,5,0,2,0,0.0
60413,1,0.746702373,54,1,0.7335123840000001,3350.0,15,2,2,1,0.0
111903,0,0.002430404,57,0,0.064903191,11000.0,15,0,0,0,0.0
43160,0,0.504785031,62,0,2222.0,,6,1,1,1,0.0
62859,1,0.019947813000000002,51,0,0.531446855,10000.0,26,0,3,0,3.0
68967,0,0.10062997900000001,56,0,0.278694379,14000.0,11,0,2,0,3.0
99024,1,0.9999998999999999,29,0,0.011157601000000001,716.0,1,0,0,0,0.0
4385,0,0.31039338,40,1,0.436318517,13700.0,12,0,2,0,3.0
129058,0,0.193595728,78,0,0.257969799,2383.0,8,0,0,0,1.0
115230,0,0.014028525,68,0,0.054118902,3750.0,7,0,0,0,1.0
80524,1,0.567829174,82,0,0.47631397,5783.0,12,0,1,0,0.0
113426,1,0.9999998999999999,32,0,1494.0,,4,4,0,3,0.0
94170,1,0.481768996,45,1,0.23270691699999999,2500.0,10,0,0,0,2.0
68641,0,0.11853662599999999,32,0,0.5994250720000001,8000.0,17,0,4,0,1.0
108535,1,0.618413352,52,0,3795.0,,21,0,1,1,1.0
27418,0,0.045207255,52,1,0.265530369,11557.0,10,0,1,0,5.0
29411,0,0.24681070300000002,50,0,2.955044955,1000.0,5,0,2,0,1.0
49131,0,0.016870058,64,0,0.115634598,14000.0,6,0,1,0,1.0
81358,1,1.023932142,36,1,101.0,,1,0,0,0,0.0
92509,1,0.302620913,54,1,0.08549671199999999,8666.0,8,0,0,0,0.0
58530,1,0.42139512700000004,62,0,0.569198439,3330.0,9,0,0,2,1.0
139738,1,0.9999998999999999,44,1,0.530616467,4833.0,10,0,1,0,0.0
145655,1,0.662359637,41,0,1290.0,,5,0,0,0,0.0
108677,1,1.215568862,58,0,0.15932563800000002,6583.0,2,1,1,1,1.0
123834,0,0.9999998999999999,65,0,1277.5,1.0,5,0,1,0,1.0
84208,0,0.266176376,63,0,0.041401724,7076.0,6,0,1,0,0.0
146863,1,0.04757394,56,0,0.7724586290000001,1691.0,12,0,1,0,0.0
141383,1,0.331012319,51,4,0.21393904100000002,5150.0,3,0,1,1,1.0
